Number_ID,Sample,Name,Status,Found_RT,Actual_Ret_Index,Conc,Unit,m/z,Area,Noise,Ref_1_m/z,Ref_1_Range,Ref_1_Set_Ratio,Ref_1_Actual_Ratio,Ref_1_Measured,Ref_1_Noise,Ref_2_m/z,Ref_2_Range,Ref_2_Set_Ratio,Ref_2_Actual_Ratio,Ref_2_Measured,Ref_2_Noise,Ref_3_m/z,Ref_3_Range,Red_3_Set_Ratio,Ref_3_Actual_Ratio,Ref_3_Measured,Ref_3_Noise,Mode,RT,RT_Percent_Diff,RT_Diff,Concentrations,Date_Insight_Anal,Notes
24,MYMA_14F1307_0175_5252020_27,c18.2n6c,Accept,25.629,0,0.3419,ng/ul,67,57856,2677.59,294,0.00 - 33.35,13.35,6.38,784,2677.59,69,13.55 - 53.55,33.55,30.56,3757,2677.59,55,36.74 - 76.74,56.74,55.91,6875,2677.59,Auto,25.71,-0.32,-0.081,"0.6, 2, 4, 10",2021-05-12,----
25,MYMA_14F1307_0175_5252020_27,c18.2,Accept,----,----,----,ng/ul,67,----,65.06,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
26,MYMA_14F1307_0175_5252020_27,c18.3n6,Accept,26.538,0,0.0942,ng/ul,79,14066,3328.07,292,0.00 - 27.50,7.5,5.03,125,3328.07,150,7.75 - 47.75,27.75,15.76,392,3328.07,194,0.00 - 29.98,9.98,4.75,118,3328.07,Auto,26.62,-0.31,-0.082,"0.45, 1.5, 3, 7.5",2021-05-12,----
27,MYMA_14F1307_0175_5252020_27,c19.0,Accept,27.09,0,22.8826,ng/ul,74,9727168,342625.83,87,44.37 - 84.37,64.37,70.17,897859,342625.83,312,1.47 - 41.47,21.47,13.52,173019,342625.83,143,8.59 - 48.59,28.59,25.54,326782,342625.83,Auto,26.96,0.48,0.13,"0.3, 1, 2, 5",2021-05-12,----
28,MYMA_14F1307_0175_5252020_27,c18.3n3,Accept,27.777,0,0.0258,ng/ul,79,4799,173.71,236,0.00 - 23.82,3.82,5.3,37,173.71,108,20.90 - 60.90,40.9,35.24,246,173.71,292,0.00 - 24.05,4.05,2.29,16,173.71,Manual Integrate,27.82,-0.15,-0.043,"0.15, 0.5, 1, 2.5",2021-05-12,----
29,MYMA_14F1307_0175_5252020_27,c19.1A,Accept,----,----,----,ng/ul,55,----,348.76,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
30,MYMA_14F1307_0175_5252020_27,c18.4n1,Accept,----,----,----,ng/ul,79,----,88.5,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
31,MYMA_14F1307_0175_5252020_27,c20.0,Accept,30.684,0,0.011,ng/ul,74,4264,169.81,87,55.97 - 95.97,75.97,61.76,499,169.81,326,6.15 - 46.15,26.15,8.66,70,169.81,----,----,----,----,----,----,Auto,30.7,-0.05,-0.016,"0.6, 2, 4, 10",2021-05-12,----
32,MYMA_14F1307_0175_5252020_27,c20.1n11,Accept,----,----,----,ng/ul,55,----,348.76,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
33,MYMA_14F1307_0175_5252020_27,c20.1n9,Accept,----,----,----,ng/ul,55,----,56.31,69,44.41 - 84.41,64.41,0,0,56.31,324,0.00 - 22.56,2.56,0,0,56.31,43,38.09 - 78.09,58.09,54.64,53,56.31,Ratio of reference ion does not match,31.44,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
34,MYMA_14F1307_0175_5252020_27,c20.1n7,Accept,----,----,----,ng/ul,55,----,348.76,69,130.69 - 170.69,150.69,165.17,294,348.76,324,0.00 - 33.83,13.83,5.62,10,348.76,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
35,MYMA_14F1307_0175_5252020_27,c20.2n6,Accept,33.244,0,0.0205,ng/ul,67,3402,174.18,322,0.00 - 27.09,7.09,9.23,65,174.18,55,50.40 - 90.40,70.4,50.71,357,174.18,95,42.62 - 82.62,62.62,59.52,419,174.18,Manual Integrate,33.28,-0.11,-0.036,"0.45, 1.5, 3, 7.5",2021-05-12,----
36,MYMA_14F1307_0175_5252020_27,c20.3n6,Accept,34.187,0,0.0394,ng/ul,79,5580,3724.97,80,63.92 - 103.92,83.92,58.14,586,3724.97,81,47.82 - 87.82,67.82,83.73,844,3724.97,93,37.76 - 77.76,57.76,46.63,470,3724.97,Manual Integrate,34.24,-0.16,-0.054,"0.3, 1, 2, 5",2021-05-12,----
37,MYMA_14F1307_0175_5252020_27,c20.4n6,Accept,34.72,0,0.6557,ng/ul,79,102609,4287.1,150,6.60 - 46.60,26.6,17.48,2959,4287.1,180,0.00 - 28.23,8.23,5.5,930,4287.1,318,0.00 - 90.48,0.48,1.23,208,4287.1,Auto,34.82,-0.29,-0.1,"0.75, 2.5, 5, 12.5",2021-05-12,----
38,MYMA_14F1307_0175_5252020_27,c20.3n3,Accept,----,----,----,ng/ul,79,----,52.01,320,0.00 - 25.59,5.59,11.82,13,52.01,264,0.00 - 23.07,3.07,4.55,5,52.01,108,38.98 - 78.98,58.98,0,0,52.01,Ratio of reference ion does not match,35.67,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
39,MYMA_14F1307_0175_5252020_27,c20.4n3,Accept,----,----,----,ng/ul,79,----,88.5,108,17.16 - 57.16,37.16,62.87,215,88.5,222,0.00 - 25.14,5.14,0,0,88.5,318,0.00 - 21.13,1.13,0,0,88.5,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
40,MYMA_14F1307_0175_5252020_27,c20.5n3,Accept,37.161,0,5.1331,ng/ul,79,817388,33795.05,108,12.42 - 52.42,32.42,21.84,31356,33795.05,180,0.00 - 25.77,5.77,3.73,5350,33795.05,316,0.00 - 20.08,0.08,0.2,284,33795.05,Auto,37.25,-0.24,-0.09,"0.45, 1.5, 3, 7.5",2021-05-12,----
41,MYMA_14F1307_0175_5252020_27,c22.0,Accept,38.508,0,0.0134,ng/ul,74,4014,145.68,87,55.38 - 95.38,75.38,68.99,436,145.68,143,16.60 - 56.60,36.6,10.76,68,145.68,354,15.36 - 55.36,35.36,10.44,66,145.68,Manual Integrate,38.48,0.07,0.028,"0.15, 0.5, 1, 2.5",2021-05-12,----
42,MYMA_14F1307_0175_5252020_27,c22.1,Accept,----,----,----,ng/ul,55,----,348.76,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
43,MYMA_14F1307_0175_5252020_27,c22.1n9c,Accept,----,----,----,ng/ul,55,----,42.46,55,116.11 - 156.11,136.11,100,182,42.46,69,80.00 - 120.00,100,67.58,123,42.46,320,49.99 - 89.99,69.99,0,0,42.46,Ratio of reference ion does not match,39.29,----,----,"0.6, 2, 4, 10",2021-05-12,----
44,MYMA_14F1307_0175_5252020_27,c22.1n7c,Accept,----,----,----,ng/ul,55,----,348.76,55,113.05 - 153.05,133.05,100,855,348.76,74,37.45 - 77.45,57.45,0,0,348.76,320,38.27 - 78.27,58.27,0,0,348.76,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
45,MYMA_14F1307_0175_5252020_27,c22.1A,Accept,----,----,----,ng/ul,55,----,348.76,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
46,MYMA_14F1307_0175_5252020_27,c21.5n3,Accept,----,----,----,ng/ul,79,----,88.5,108,9.78 - 49.78,29.78,62.87,215,88.5,194,0.00 - 25.52,5.52,0.59,2,88.5,----,----,----,----,----,----,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
47,MYMA_14F1307_0175_5252020_27,c22.2n6,Accept,----,----,----,ng/ul,67,----,38.2,350,2.90 - 42.90,22.9,10.31,10,38.2,55,51.64 - 91.64,71.64,20.62,20,38.2,----,----,----,----,----,----,Ratio of reference ion does not match,41.3,----,----,"0.3, 1, 2, 5",2021-05-12,----
48,MYMA_14F1307_0175_5252020_27,c23.0,Accept,----,----,----,ng/ul,74,----,32.91,368,25.14 - 65.14,45.14,16.47,14,32.91,87,59.93 - 99.93,79.93,10.59,9,32.91,----,----,----,----,----,----,Ratio of reference ion does not match,42.42,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
49,MYMA_14F1307_0175_5252020_27,c22.PUFA,Accept,----,----,----,ng/ul,79,----,88.5,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
50,MYMA_14F1307_0175_5252020_27,c22.3n6,Accept,----,----,----,ng/ul,79,----,37.26,150,11.35 - 51.35,31.35,0,0,37.26,----,----,----,----,----,----,----,----,----,----,----,----,Ratio of reference ion does not match,43.63,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
51,MYMA_14F1307_0175_5252020_27,c22.4n6,Accept,----,----,----,ng/ul,79,----,39.1,366,0.00 - 29.50,9.5,44.04,48,39.1,150,9.43 - 49.43,29.43,22.02,24,39.1,313,0.00 - 30.39,10.39,0,0,39.1,Ratio of reference ion does not match,43.1,----,----,"0.6, 2, 4, 10",2021-05-12,----
52,MYMA_14F1307_0175_5252020_27,c22.5n6,Accept,----,----,----,ng/ul,79,----,36.52,150,4.16 - 44.16,24.16,22.02,24,36.52,166,0.00 - 28.48,8.48,0,0,36.52,----,----,----,----,----,----,No peak identified,43.5,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
53,MYMA_14F1307_0175_5252020_27,c22.5n3,Accept,----,----,----,ng/ul,79,----,39.91,108,16.14 - 56.14,36.14,0,0,39.91,208,0.00 - 25.79,5.79,8.14,7,39.91,----,----,----,----,----,----,Ratio of reference ion does not match,45.6,----,----,"0.3, 1, 2, 5",2021-05-12,----
54,MYMA_14F1307_0175_5252020_27,c22.6n3,Accept,----,----,----,ng/ul,79,----,----,108,15.57 - 55.57,35.57,----,----,----,166,0.00 - 25.99,5.99,----,----,----,----,----,----,----,----,----,No peak is found in the Window/Band range,46,----,----,"0.75, 2.5, 5, 12.5",2021-05-12,----
55,MYMA_14F1307_0175_5252020_27,c24.0,Accept,46.357,0,0.0232,ng/ul,74,6448,252.09,87,59.15 - 99.15,79.15,62.83,605,252.09,382,26.18 - 66.18,46.18,14.23,137,252.09,143,20.93 - 60.93,40.93,104.88,1010,252.09,Manual Integrate,46.29,0.14,0.067,"0.15, 0.5, 1, 2.5",2021-05-12,----
56,MYMA_14F1307_0175_5252020_27,c24.1n9,Accept,47.252,0,0.2175,ng/ul,55,28320,1027.99,348,56.91 - 96.91,76.91,33.36,1364,1027.99,380,0.00 - 27.17,7.17,1.69,69,1027.99,----,----,----,----,----,----,Manual Integrate,47.24,0.03,0.012,"0.45, 1.5, 3, 7.5",2021-05-12,----
57,MYMA_14F1307_0175_5252020_27,c8:0,Accept,6.192,0,0.0067,ng/ul,74,3005,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,6.241,-0.79,-0.049,"0.15, 0.5, 1, 2.5",2021-05-12,----
58,MYMA_14F1307_0175_5252020_27,c9:0,Accept,----,----,----,ng/ul,74,----,832.34,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7.427,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
59,MYMA_14F1307_0175_5252020_27,c10:0,Accept,8.487,0,0.0051,ng/ul,74,2180,172.73,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,8.543,-0.67,-0.057,"0.3, 1, 2, 5",2021-05-12,----
60,MYMA_14F1307_0175_5252020_27,c11:0,Accept,----,----,----,ng/ul,74,----,165.76,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,9.583,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
61,MYMA_14F1307_0175_5252020_27,c11:1,Accept,----,----,----,ng/ul,55,----,201.97,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,10.064,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
62,MYMA_14F1307_0175_5252020_27,c12:0,Accept,10.591,0,0.0131,ng/ul,74,5294,445.46,214,0.00 - 23.27,3.27,1.77,57,445.46,143,0.00 - 31.43,11.43,12.55,404,445.46,171,0.00 - 27.50,7.5,10.69,344,445.46,Auto,10.625,-0.32,-0.034,"0.6, 2, 4, 10",2021-05-12,----
63,MYMA_14F1307_0175_5252020_27,c13.0,Accept,----,----,----,ng/ul,74,----,67.96,228,0.00 - 26.29,6.29,0,0,67.96,87,42.07 - 82.07,62.07,52.61,151,67.96,69,0.00 - 31.14,11.14,0,0,67.96,No peak identified,11.835,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
64,MYMA_14F1307_0175_5252020_27,c16:1n1,Accept,18.489,0,0.0413,ng/ul,55,5648,5599.3,69,97.80 - 137.80,117.8,45.26,577,5599.3,268,0.00 - 30.37,10.37,0,0,5599.3,----,----,----,----,----,----,Manual Integrate,18.5,-0.06,-0.011,----,2021-05-12,----
65,MYMA_14F1307_0175_5252020_27,c18:4n1,Accept,28.755,0,0.0342,ng/ul,79,6360,248.36,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,28.7,0.19,0.055,----,2021-05-12,----
